	id	model_type	name	readonly	readwrite	requirement
343	LIPOYLLYS__c	Metabolite	N(6)-(lipoyl)lysine		x	x
344	lomefloxacin__c	Metabolite	Lomefloxacin		x	x
345	LYS__c	Metabolite	L-Lysine		x	x
346	LysLys__c	Metabolite	L-lysyl-L-lysine		x	x
347	m1dA__c	Metabolite	1-methyl-2'-deoxyadenosine		x	x
348	m1dAMP__c	Metabolite	1-methyl-2'-deoxyadenosine monophosphate		x	x
349	m1dG__c	Metabolite	1-methyl-2'-deoxyguanosine		x	x
350	m1dGMP__c	Metabolite	1-methyl-2'-deoxyguanosine monophosphate		x	x
351	m1G__c	Metabolite	1-methylguanosine		x	x
352	m1GMP__c	Metabolite	1-methylguanosine monophosphate		x	x
353	m2G__c	Metabolite	N(2)-methylguanosine		x	x
354	m2GMP__c	Metabolite	N(2)-methylguanosine monophosphate		x	x
355	m3dA__c	Metabolite	3-methyl-2'-deoxyadenosine		x	x
356	m3dAMP__c	Metabolite	3-methyl-2'-deoxyadenosine monophosphate		x	x
357	m3dC__c	Metabolite	3-methyl-2'-deoxycytidine		x	x
358	m3dCMP__c	Metabolite	3-methyl-2'-deoxycytidine monophosphate		x	x
359	m3dG__c	Metabolite	3-methyl-2'-deoxyguanosine		x	x
360	m3dGMP__c	Metabolite	3-methyl-2'-deoxyguanosine monophosphate		x	x
361	m3dT__c	Metabolite	3'-methyl-2'-deoxythymidine		x	x
362	m3dTMP__c	Metabolite	3'-methyl-2'-deoxythymidine monophosphate		x	x
363	m4dC__c	Metabolite	4-methyl-2'-deoxycytidine		x	x
364	m4dCMP__c	Metabolite	4-methyl-2'-deoxycytidine monophosphate		x	x
365	m5C__c	Metabolite	5-methylcytidine		x	x
366	m5CMP__c	Metabolite	5-methylcytidine monophosphate		x	x
367	m5dC__c	Metabolite	5-methyl-2'-deoxycytidine		x	x
368	m5dCMP__c	Metabolite	5-methyl-2'-deoxycytidine monophosphate		x	x
369	m62A__c	Metabolite	N6,N6-dimethyladenosine		x	x
370	m62AMP__c	Metabolite	N6,N6-dimethyladenosine monophosphate		x	x
371	m6A__c	Metabolite	N(6)-methyladenine		x	x
372	m6AMP__c	Metabolite	N(6)-methyladenine monophosphate		x	x
373	m6dA__c	Metabolite	6-methyl-2'-deoxyadenosine		x	x
374	m6dAMP__c	Metabolite	6-methyl-2'-deoxyadenosine monophosphate		x	x
375	m7dA__c	Metabolite	7-methyl-2'-deoxyadenosine		x	x
376	m7dAMP__c	Metabolite	7-methyl-2'-deoxyadenosine monophosphate		x	x
377	m7dG__c	Metabolite	7-methyl-2'-deoxyguanosine		x	x
378	m7dGMP__c	Metabolite	7-methyl-2'-deoxyguanosine monophosphate		x	x
379	m7G__c	Metabolite	7-methylguanosine		x	x
380	m7GMP__c	Metabolite	7-methylguanosine monophosphate		x	x
381	m8dG__c	Metabolite	8-methyl-2'-deoxyguanosine		x	x
382	m8dGMP__c	Metabolite	8-methyl-2'-deoxyguanosine monophosphate		x	x
383	MAL__c	Metabolite	L-Malate		x	x
384	MAN__c	Metabolite	D-Mannose		x	x
385	MAN1P__c	Metabolite	D-Mannose 1-phosphate		x	x
386	MAN6P__c	Metabolite	D-Mannose 6-phosphate		x	x
387	MET__c	Metabolite	L-Methionine		x	x
388	METHF__c	Metabolite	5,10-methyltetrahydrofolate		x	x
389	methylRed__c	Metabolite	4′-dimethylaminoazobenzene-2-carboxylic acid		x	x
390	METHYL_OCDCEA__c	Metabolite	methyl oleate		x	x
391	MetMet__c	Metabolite	L-methionyl-L-methionine		x	x
392	METSOXRL__c	Metabolite	L-Methionine-R-Sulfoxide		x	x
393	METSOXSL__c	Metabolite	L-Methionine-S-Sulfoxide		x	x
394	METTHF__c	Metabolite	5,10-Methylenetetrahydrofolate		x	x
395	MG__c	Metabolite	magnesium ion		x	x
396	MN__c	Metabolite	manganese ion		x	x
397	MO__c	Metabolite	molybdenum ion		x	x
398	MOBD__c	Metabolite	Molybdate		x	x
399	MONOBUTYRIN__c	Metabolite	1-monobutyrin		x	x
400	MOR__c	Metabolite	morpholine		x	x
401	MTHF__c	Metabolite	5-Methyltetrahydrofolate		x	x
402	n2dA__c	Metabolite	2-amino-2'-deoxyadenosine		x	x
403	n2dAMP__c	Metabolite	2-amino-2'-deoxyadenosine monophosphate		x	x
404	NA__c	Metabolite	sodium ion		x	x
405	NAAD__c	Metabolite	nicotinic acid adenine dinucleotide		x	x
406	NAC__c	Metabolite	nicotinate		x	x
407	NAD__c	Metabolite	nicotinamide adenine dinucleotide, oxidized		x	x
408	NADH__c	Metabolite	nicotinamide adenine dinucleotide, reduced		x	x
409	NADP__c	Metabolite	nicotinamide adenine dinucleotide phosphate, oxidized		x	x
410	NADPH__c	Metabolite	nicotinamide adenine dinucleotide phosphate, reduced		x	x
411	NAMN__c	Metabolite	nicotinate/nicotinic acid mononucleotide		x	x
412	NH3__c	Metabolite	ammonia		x	x
413	NH4__c	Metabolite	ammonium		x	x
414	NI__c	Metabolite	nickel		x	x
415	nisin__c	Metabolite	nisin		x	x
416	NMN__c	Metabolite	nicotinamide mononucleotide		x	x
417	norfloxacin__c	Metabolite	Norfloxacin		x	x
418	novobiocin__c	Metabolite	Novobiocin		x	x
419	NR__c	Metabolite	Nicotinate D-ribonucleotide		x	x
420	O2__c	Metabolite	oxygen		x	x
421	O2edC__c	Metabolite	2'-O-ethyl-2'-deoxycytidine		x	x
422	O2edCMP__c	Metabolite	2'-O-ethyl-2'-deoxycytidine monophosphate		x	x
423	O2edT__c	Metabolite	2'-O-ethyl-2'-deoxythymidine		x	x
424	O2edTMP__c	Metabolite	2'-O-ethyl-2'-deoxythymidine monophosphate		x	x
425	O2mdC__c	Metabolite	2'-O-methyl-2'-deoxycytidine		x	x
426	O2mdCMP__c	Metabolite	2'-O-methyl-2'-deoxycytidine monophosphate		x	x
427	O2mdT__c	Metabolite	2'-O-methyl-2'-deoxythymidine		x	x
428	O2mdTMP__c	Metabolite	2'-O-methyl-2'-deoxythymidine monophosphate		x	x
429	O4edT__c	Metabolite	4'-O-ethyl-2'-deoxythymidine		x	x
430	O4edTMP__c	Metabolite	4'-O-ethyl-2'-deoxythymidine monophosphate		x	x
431	O4mdT__c	Metabolite	4'-O-methyl-2'-deoxythymidine		x	x
432	O4mdTMP__c	Metabolite	4'-O-methyl-2'-deoxythymidine monophosphate		x	x
433	O6edG__c	Metabolite	6'-O-ethyl-2'-deoxyguanosine		x	x
434	O6edGMP__c	Metabolite	6'-O-ethyl-2'-deoxyguanosine monophosphate		x	x
435	O6mdG__c	Metabolite	6'-O-methyl-2'-deoxyguanosine		x	x
436	O6mdGMP__c	Metabolite	6'-O-methyl-2'-deoxyguanosine monophosphate		x	x
437	OA__c	Metabolite	oxaloacetate		x	x
438	OCDCA__c	Metabolite	octadecanoate (n-C18:0)		x	x
439	OCDCEA__c	Metabolite	octadecenoate (n-C18:1)		x	x
440	ODEC11GP__c	Metabolite	1-octadec-11-enoyl-sn-glycerol 3-phosphate		x	x
441	ODECG3P__c	Metabolite	1-octadecanoyl-sn-glycerol 3-phosphate		x	x
442	OH__c	Metabolite	hydoxide anion		x	x
443	ORN__c	Metabolite	ornithine		x	x
444	oxo2dA__c	Metabolite	2-hydroxy-2'-deoxyadenosine		x	x
445	oxo2dAMP__c	Metabolite	2-hydroxy-2'-deoxyadenosine monophosphate		x	x
446	oxo8dA__c	Metabolite	8-hydroxy-2'-deoxyadenosine		x	x
447	oxo8dAMP__c	Metabolite	8-hydroxy-2'-deoxyadenosine monophosphate		x	x
448	oxo8dG__c	Metabolite	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine		x	x
449	oxo8dGMP__c	Metabolite	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate		x	x
450	oxoethyl7dG__c	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine		x	x
451	oxoethyl7dGMP__c	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate		x	x
452	PA120__c	Metabolite	1,2-didodecanoyl-sn-glycerol 3-phosphate		x	x
453	PA140__c	Metabolite	1,2-ditetradecanoyl-sn-glycerol 3-phosphate		x	x
454	PA141__c	Metabolite	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate		x	x
455	PA160__c	Metabolite	1,2-dihexadecanoyl-sn-glycerol 3-phosphate		x	x
456	PA161__c	Metabolite	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate		x	x
457	PA180__c	Metabolite	1,2-dioctadecanoyl-sn-glycerol 3-phosphate		x	x
458	PA181__c	Metabolite	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate		x	x
459	PAP__c	Metabolite	Adenosine 3',5'-bisphosphate		x	x
460	pCHOL__c	Metabolite	phosphoryl-choline		x	x
461	PDLA5P__c	Metabolite	Pyridoxamine 5'-phosphate		x	x
462	PEP__c	Metabolite	phosphoenolpyruvate		x	x
463	PG160__c	Metabolite	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)		x	x
464	PG161__c	Metabolite	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)		x	x
465	PG181__c	Metabolite	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)		x	x
466	PGP160__c	Metabolite	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)		x	x
467	PGP161__c	Metabolite	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)		x	x
468	PGP181__c	Metabolite	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)		x	x
469	PHE__c	Metabolite	L-phenylalanine		x	x
470	PhePhe__c	Metabolite	L-phenylalanyl-L-phenylalanine		x	x
471	PHPYR__c	Metabolite	phenylpyruvate		x	x
472	PI__c	Metabolite	phosphate		x	x
473	PL5P__c	Metabolite	Pyridoxal 5'-phosphate		x	x
474	POE_SORBITAN__c	Metabolite	Polyoxyethylene (20) sorbitan		x	x
475	PPAA__c	Metabolite	Phosphonoacetaldehyde		x	x
476	PPGPP__c	Metabolite	Guanosine 3',5'-bis(diphosphate)		x	x
477	PPHG__c	Metabolite	protoporphyrinogen IX		x	x
478	PPI__c	Metabolite	diphosphate		x	x
479	PPIX__c	Metabolite	protoporphyrin IX		x	x
480	PRO__c	Metabolite	L-Proline		x	x
481	proflavine__c	Metabolite	Proflavine		x	x
482	ProPro__c	Metabolite	L-prolyl-L-proline		x	x
483	PRPP__c	Metabolite	5-Phospho-alpha-D-ribose 1-diphosphate		x	x
484	pSER__c	Metabolite	phosphoserine		x	x
485	PSIURI__c	Metabolite	pseudouridine		x	x
486	PSIURIMP__c	Metabolite	pseudouridine monophoshate		x	x
487	pTHR__c	Metabolite	phosphothreonine		x	x
488	PTRC__c	Metabolite	putrescine		x	x
489	pTYR__c	Metabolite	Phosphotyrosine		x	x
490	putdT__c	Metabolite	alpha-putrescinyl-2'-deoxythymidine		x	x
491	putdTMP__c	Metabolite	alpha-putrescinyl-2'-deoxythymidine monophosphate		x	x
492	PYDX__c	Metabolite	Pyridoxal		x	x
493	PYR__c	Metabolite	pyruvate		x	x
494	R1P__c	Metabolite	alpha-D-Ribose 1-phosphate		x	x
495	R5P__c	Metabolite	alpha-D-Ribose 5-phosphate		x	x
496	RBFLVRD__c	Metabolite	riboflavin, reduced		x	x
497	rhodamine6G__c	Metabolite	Rhodamine 6G		x	x
498	RIB__c	Metabolite	D-ribose		x	x
499	RIBFLV__c	Metabolite	riboflavin, oxidized		x	x
500	RL5P__c	Metabolite	D-Ribulose 5-phosphate		x	x
501	s2U__c	Metabolite	2-thiouridine		x	x
502	s2UMP__c	Metabolite	2-thiouridine monophosphate		x	x
503	s4U__c	Metabolite	4-thiouridine		x	x
504	s4UMP__c	Metabolite	4-thiouridine monophosphate		x	x
505	S7P__c	Metabolite	D-sedoheptulose-7-phosphate		x	x
506	SALA__c	Metabolite	3-Sulfino-L-alanine		x	x
507	SBT__c	Metabolite	D-Sorbitol		x	x
508	SBT6P__c	Metabolite	D-Sorbitol 6-phosphate		x	x
509	SER__c	Metabolite	L-Serine		x	x
510	SerSer__c	Metabolite	L-seryl-L-serine		x	x
511	SNGLYP__c	Metabolite	sn-glycerol-1-phosphate		x	x
512	SO2__c	Metabolite	sulfur dioxide		x	x
513	SO4__c	Metabolite	sulphate		x	x
514	SPMD__c	Metabolite	spermidine		x	x
515	STEROL__c	Metabolite	cholesterol		x	x
516	T3P1__c	Metabolite	D-glyceraldehdye-3-phosphate		x	x
517	T3P2__c	Metabolite	Dihydroxyacetone phosphate		x	x
518	TAG16P__c	Metabolite	D-Tagatose 1,6-biphosphate		x	x
519	TAG6P__c	Metabolite	D-Tagatose 6-phosphate		x	x
520	tBHP__c	Metabolite	tert-butylhydroperoxide		x	x
521	tBOH__c	Metabolite	tert-Butanol		x	x
522	TDECEG3P__c	Metabolite	1-tetradec-7-enoyl-sn-glycerol 3-phosphate		x	x
523	TDECG3P__c	Metabolite	1-tetradecanoyl-sn-glycerol 3-phosphate		x	x
524	TDP__c	Metabolite	TDP		x	x
525	tetraphenylphosphonium__c	Metabolite	tetraphenylphosphonium		x	x
526	THF__c	Metabolite	5,6,7,8-Tetrahydrofolate		x	x
527	THM__c	Metabolite	thiamine		x	x
528	THMP__c	Metabolite	Thiamin monophosphate		x	x
529	THR__c	Metabolite	L-Threonine		x	x
530	ThrThr__c	Metabolite	L-threonyl-L-threonine		x	x
531	THY__c	Metabolite	thymine		x	x
532	TPP__c	Metabolite	thiamine diphosphate		x	x
533	TRIBUTYRIN__c	Metabolite	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin		x	x
534	TRILAURIN__c	Metabolite	trilaurin		x	x
535	TRIMYRISTIN__c	Metabolite	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate		x	x
536	TRIOLEIN__c	Metabolite	triolein		x	x
537	TRIPALMITIN__c	Metabolite	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate		x	x
538	TRISTEARIN__c	Metabolite	Tristearin		x	x
539	TRI_HDCEA_IN__c	Metabolite	triacylglycerol of {Hexadecenoate acid}		x	x
540	TRI_TTDCEA_IN__c	Metabolite	triacylglycerol of {tetradecenoic acid}		x	x
541	TRP__c	Metabolite	L-tryptophan		x	x
542	TrpTrp__c	Metabolite	L-trytophanyl-L-trytophan		x	x
543	TTDCA__c	Metabolite	tetradecanoate (n-C14:0)		x	x
544	TTDCEA__c	Metabolite	tetradecenoate (n-C14:1)		x	x
545	TTP__c	Metabolite	TTP		x	x
546	TWEEN80__c	Metabolite	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80		x	x
547	TYR__c	Metabolite	L-tyrosine		x	x
548	TyrTyr__c	Metabolite	L-tyrosyl-L-tyrosine		x	x
549	U23CMP__c	Metabolite	2',3'-Cyclic UMP		x	x
550	U3MP__c	Metabolite	3'-UMP		x	x
551	UDP__c	Metabolite	UDP		x	x
552	UDPG__c	Metabolite	UDP-glucose		x	x
553	UDPGAL__c	Metabolite	UDP-galactose		x	x
554	UDPGALF__c	Metabolite	UDP-D-galacto-1,4-furanose		x	x
555	Um__c	Metabolite	2'-O-methyluridine		x	x
556	UmMP__c	Metabolite	2'-O-methyluridine monophosphate		x	x
557	UMP__c	Metabolite	UMP		x	x
558	URA__c	Metabolite	uracil		x	x
559	URI__c	Metabolite	uridine		x	x
560	UTP__c	Metabolite	UTP		x	x
561	VAL__c	Metabolite	L-Valine		x	x
562	ValVal__c	Metabolite	L-valyl-L-valine		x	x
563	vinyl_chloride__c	Metabolite	Vinylchloride		x	x
564	X5P__c	Metabolite	D-Xylulose 5-phosphate		x	x
565	XAN__c	Metabolite	xanthine		x	x
566	XTSN__c	Metabolite	xanthosine		x	x
567	ZN__c	Metabolite	zinc ion		x	x
568	MG_124_MONOMER__c	ProteinMonomer	thioredoxin		x	x
569	MG_287_MONOMER__c	ProteinMonomer	acyl carrier protein		x	x
570	MG_124_MONOMER_ox__c	ProteinComplex	oxidized thioredoxin		x	x
571	MG_229_231_TETRAMER__c	ProteinComplex	ribonucleoside-diphosphate reductase		x	x
572	MG_229_231_TETRAMER_ox__c	ProteinComplex	oxidized ribonucleoside-diphosphate reductase		x	x
573	MG_287_MONOMER_ACP__c	ProteinComplex	holo acyl carrier protein		x	x
574	MG_287_MONOMER_ddcaACP__c	ProteinComplex	Dodecanoyl-ACP (n-C12:0ACP)		x	x
575	MG_287_MONOMER_hdeACP__c	ProteinComplex	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)		x	x
576	MG_287_MONOMER_myrsACP__c	ProteinComplex	Myristoyl-ACP (n-C14:0ACP)		x	x
577	MG_287_MONOMER_ocdcaACP__c	ProteinComplex	Octadecanoyl-ACP (n-C18:0ACP)		x	x
578	MG_287_MONOMER_octeACP__c	ProteinComplex	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)		x	x
579	MG_287_MONOMER_palmACP__c	ProteinComplex	Palmitoyl-ACP (n-C16:0ACP)		x	x
580	MG_287_MONOMER_tdeACP__c	ProteinComplex	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)		x	x
581	MG_427_DIMER__c	ProteinComplex	osmotically inducible peroxidase		x	x
582	MG_427_DIMER_ox__c	ProteinComplex	oxidized osmotically inducible peroxidase		x	x
583	MG_454_DIMER__c	ProteinComplex	thiol-dependent peroxidase		x	x
584	MG_454_DIMER_ox__c	ProteinComplex	oxidized thiol-dependent peroxidase		x	x
585	gamma_radiation__e	Stimulus	gamma radiation (1.2 MeV)		x	x
586	A23CMP__e	Metabolite	2',3'-Cyclic AMP		x	x
587	A3MP__e	Metabolite	3'-AMP		x	x
588	AC__e	Metabolite	acetate		x	x
589	ACAL__e	Metabolite	acetaldehyde		x	x
590	ACCOA__e	Metabolite	Acetyl-CoA		x	x
591	acriflavine__e	Metabolite	Acriflavine		x	x
592	ACTP__e	Metabolite	Acetyl phosphate		x	x
593	AD__e	Metabolite	adenine		x	x
594	ADN__e	Metabolite	adenosine		x	x
595	ADP__e	Metabolite	ADP		x	x
596	AEPP__e	Metabolite	2-aminoethylphosphonate		x	x
597	AHCYS__e	Metabolite	S-Adenosyl-L-homocysteine		x	x
598	AKG__e	Metabolite	2-Oxoglutarate		x	x
599	ALA__e	Metabolite	L-alanine		x	x
600	AlaAla__e	Metabolite	L-alanyl-L-alanine		x	x
601	AMET__e	Metabolite	S-Adenosyl-L-methionine		x	x
602	aminodimethylaniline__e	Metabolite	N,N'-dimethyl-p-phenylenediamine		x	x
603	AMP__e	Metabolite	AMP		x	x
604	AMP_Lysine__e	Metabolite	AMP-Lysine		x	x
605	AMP_Mor__e	Metabolite	AMP-morpholidate		x	x
606	AMP_NH2__e	Metabolite	AMP-NH2		x	x
607	anthranilate__e	Metabolite	2-aminobenzoic acid		x	x
608	ARG__e	Metabolite	L-Arginine		x	x
609	ArgArg__e	Metabolite	L-arginyl-L-arginine		x	x
610	ASN__e	Metabolite	L-Asparagine		x	x
611	AsnAsn__e	Metabolite	L-asparaginyl-L-asparagine		x	x
612	ASP__e	Metabolite	L-Aspartate		x	x
613	AspAsp__e	Metabolite	L-aspartyl-L-aspartic Acid		x	x
614	ATP__e	Metabolite	ATP		x	x
615	aza6dT__e	Metabolite	6-aza-2'-deoxythymidine		x	x
616	aza6dTMP__e	Metabolite	6-aza-2'-deoxythymidine monophosphate		x	x
617	aza8dA__e	Metabolite	8-aza-2'-deoxyadenosine		x	x
618	aza8dAMP__e	Metabolite	8-aza-2'-deoxyadenosine monophosphate		x	x
619	benzalkonium__e	Metabolite	Benzalkonium		x	x
620	berberine__e	Metabolite	Berberine		x	x
621	BUT__e	Metabolite	butyric acid, butanoic acid		x	x
622	C23CMP__e	Metabolite	2',3'-Cyclic CMP		x	x
623	C3MP__e	Metabolite	3'-CMP		x	x
624	c5dU__e	Metabolite	5-Carbouy-2'-deoxyuridine		x	x
625	c5dUMP__e	Metabolite	5-Carbouy-2'-deoxyuridine monophosphate		x	x
626	CA__e	Metabolite	calcium ion		x	x
627	CAP__e	Metabolite	carbamoyl phosphate		x	x
628	carbamoylmethyl6dA__e	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine		x	x
629	carbamoylmethyl6dAMP__e	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine monophosphate		x	x
630	CDP__e	Metabolite	CDP		x	x
631	CDPDG120__e	Metabolite	CDP-1,2-didodecanoylglycerol		x	x
632	CDPDG140__e	Metabolite	CDP-1,2-ditetradecanoylglycerol		x	x
633	CDPDG141__e	Metabolite	CDP-1,2-ditetradec-7-enoylglycerol		x	x
634	CDPDG160__e	Metabolite	CDP-1,2-dihexadecanoylglycerol		x	x
635	CDPDG161__e	Metabolite	CDP-1,2-dihexadec-9-enoylglycerol		x	x
636	CDPDG180__e	Metabolite	CDP-1,2-dioctadecanoylglycerol		x	x
637	CDPDG181__e	Metabolite	CDP-1,2-dioctadec-11-enoylglycerol		x	x
638	Ceramide16__e	Metabolite	Ceramide (d18:1/16:0)		x	x
639	CH3OH__e	Metabolite	methanol		x	x
640	chloroacetaldehyde__e	Metabolite	chloroacetaldehyde		x	x
641	chloroethylene_oxide__e	Metabolite	chloroethylene oxide		x	x
642	CHOL__e	Metabolite	choline		x	x
643	CHP__e	Metabolite	cumene hydroperoxide		x	x
644	ciprofloxacin__e	Metabolite	ciprofloxacin		x	x
645	CITR__e	Metabolite	L-citrulline		x	x
646	CL__e	Metabolite	chloride ion		x	x
647	CL160__e	Metabolite	cardiolipin (tetrahexadecanoyl, n-C16:0)		x	x
648	CL161__e	Metabolite	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)		x	x
649	CL181__e	Metabolite	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)		x	x
650	cmnm5s2U__e	Metabolite	5-carboxymethylaminomethyl-2-thiouridine		x	x
651	cmnm5s2UMP__e	Metabolite	5-carboxymethylaminomethyl-2-thiouridine monophosphate		x	x
652	CMP__e	Metabolite	CMP		x	x
653	CO__e	Metabolite	cobalt ion		x	x
654	CO2__e	Metabolite	carbon dioxide		x	x
655	COA__e	Metabolite	coenzyme A		x	x
656	crystalViolet__e	Metabolite	Crystal violet		x	x
657	CTP__e	Metabolite	CTP		x	x
658	CU__e	Metabolite	cupric ion		x	x
659	cyclobutane_dCdC__e	Metabolite	cyclobutane 2'-deoxycytidine dimer		x	x
660	cyclobutane_dCdT__e	Metabolite	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 		x	x
661	cyclobutane_dCMPdCMP__e	Metabolite	cyclobutane 2'-deoxycytidine monophosphate dimer		x	x
662	cyclobutane_dCMPdTMP__e	Metabolite	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate		x	x
663	cyclobutane_dTdC__e	Metabolite	cyclobutane 2'-deoxythymidine 2'-deoxycytidine		x	x
664	cyclobutane_dTdT__e	Metabolite	cyclobutane 2'-deoxythymidine dimer		x	x
665	cyclobutane_dTMPdCMP__e	Metabolite	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate		x	x
666	cyclobutane_dTMPdTMP__e	Metabolite	cyclobutane 2'-deoxythymidine monophosphate dimer		x	x
667	cyclodA__e	Metabolite	8,5'-cyclo-2'-deoxyadenosine		x	x
668	cyclodAMP__e	Metabolite	8,5'-cyclo-2'-deoxyadenosine monophosphate		x	x
669	cyclodG__e	Metabolite	8,5'-cyclo-2'-deoxyguanosine		x	x
670	cyclodGMP__e	Metabolite	8,5'-cyclo-2'-deoxyguanosine monophosphate		x	x
671	CYS__e	Metabolite	L-Cysteine		x	x
672	CysCys__e	Metabolite	L-cysteinyl-L-cysteine		x	x
673	CYTD__e	Metabolite	cytidine		x	x
674	c_di_AMP__e	Metabolite	Cyclic-di-adenylate		x	x
675	DA__e	Metabolite	deoxyadenosine		x	x
676	DADP__e	Metabolite	dADP		x	x
677	DAG160__e	Metabolite	Diacylglycerol (n-16:0)		x	x
678	DAG161__e	Metabolite	Diacylglycerol (n-16:1)		x	x
679	DAG181__e	Metabolite	Diacylglycerol (n-18:1)		x	x
680	DALA__e	Metabolite	D-alanine		x	x
681	DAMP__e	Metabolite	dAMP		x	x
682	dApdAp__e	Metabolite	dAp-dAp		x	x
683	DATP__e	Metabolite	dATP		x	x
684	DC__e	Metabolite	deoxycytidine		x	x
685	dC64dC__e	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine		x	x
686	dC64dC_dewar__e	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product		x	x
687	dC64dT__e	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine		x	x
688	dC64dT_dewar__e	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product		x	x
689	DCDP__e	Metabolite	dCDP		x	x
690	DCMP__e	Metabolite	dCMP		x	x
691	dCMP64dCMP__e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate		x	x
692	dCMP64dCMP_dewar__e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product		x	x
693	dCMP64dTMP__e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate		x	x
694	dCMP64dTMP_dewar__e	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product		x	x
695	dCMP_GLYC__e	Metabolite	2-'deoxycytidine monophosphate glycol		x	x
696	dCpdCp__e	Metabolite	dCp-dCp		x	x
697	DCTP__e	Metabolite	dCTP		x	x
698	dC_GLYC__e	Metabolite	2-'deoxycytidine glycol		x	x
699	DDCA__e	Metabolite	Dodecanoate (n-C12:0)		x	x
700	DDECG3P__e	Metabolite	1-dodecanoyl-sn-glycerol 3-phosphate		x	x
701	deoxyG6P__e	Metabolite	2-deoxy-glucose-6-phosphate		x	x
702	deoxyGLC__e	Metabolite	2-deoxy-glucose		x	x
703	DG__e	Metabolite	deoxyguanosine		x	x
704	DGDP__e	Metabolite	dGDP		x	x
705	DGMP__e	Metabolite	dGMP		x	x
706	dGpdGp__e	Metabolite	dGp-dGp		x	x
707	DGTP__e	Metabolite	dGTP		x	x
708	DHA__e	Metabolite	Dihydroxyacetone		x	x
709	DHdT__e	Metabolite	5,6-dihydro-2'-deoxythymidine		x	x
710	DHdTMP__e	Metabolite	5,6-dihydro-2'-deoxythymidine monophosphate		x	x
711	DHdU__e	Metabolite	5,6-dihydroxy-2'-deoxyuridine		x	x
712	DHdUMP__e	Metabolite	5,6-dihydroxy-2'-deoxyuridine monophosphate		x	x
713	DHF__e	Metabolite	dihydrofolate		x	x
714	dhpdU__e	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine		x	x
715	dhpdUMP__e	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine monophosphate		x	x
716	diacylglycerolCys__e	Metabolite	S-diacylglycerol cysteine 		x	x
717	DIBUTYRIN__e	Metabolite	dibutyrin		x	x
718	dINS__e	Metabolite	2'-deoxyinosine		x	x
719	dINSMP__e	Metabolite	2'-deoxyinosine monophosphate		x	x
720	DMBA__e	Metabolite	dimethylbenzyl alcohol		x	x
721	doxorubicin__e	Metabolite	Doxorubicin		x	x
722	DPCOA__e	Metabolite	dephospho-CoA		x	x
723	DPG__e	Metabolite	3-Phospho-D-glyceroyl phosphate		x	x
724	DR1P__e	Metabolite	2-Deoxy-D-ribose 1-phosphate		x	x
725	DR5P__e	Metabolite	2-Deoxy-D-ribose 5-phosphate		x	x
726	DT__e	Metabolite	thymidine		x	x
