	id	model_type	name	readonly	readwrite	requirement
1416	GDPTP__m	Metabolite	Guanosine 3'-diphosphate 5'-triphosphate		x	x
1417	GL__m	Metabolite	glycerol		x	x
1418	GL2P__m	Metabolite	Glycerol 2-phosphate		x	x
1419	GL3P__m	Metabolite	Glycerol 3-phosphate		x	x
1420	GLC__m	Metabolite	D-Glucose		x	x
1421	GlcCer16__m	Metabolite	glucosyl-β-Ceramide (d18:1/16:0)		x	x
1422	GlcDAG160__m	Metabolite	glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1423	GlcDAG161__m	Metabolite	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1424	GlcDAG181__m	Metabolite	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1425	GlcGalCer16__m	Metabolite	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)		x	x
1426	GlcGalDAG160__m	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1427	GlcGalDAG161__m	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1428	GlcGalDAG181__m	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1429	GlcGalGalDAG160__m	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1430	GlcGalGalDAG161__m	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1431	GlcGalGalDAG181__m	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1432	GlcGalGlcDAG160__m	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1433	GlcGalGlcDAG161__m	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1434	GlcGalGlcDAG181__m	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1435	GlcGlcDAG160__m	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1436	GlcGlcDAG161__m	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1437	GlcGlcDAG181__m	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1438	GlcGlcGlcDAG160__m	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1439	GlcGlcGlcDAG161__m	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1440	GlcGlcGlcDAG181__m	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1441	glchm5dC__m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine		x	x
1442	glchm5dCMP__m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate		x	x
1443	glchm5dU__m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine		x	x
1444	glchm5dUMP__m	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate		x	x
1445	GLN__m	Metabolite	L-glutamine		x	x
1446	GlnGln__m	Metabolite	L-glutaminyl-L-glutamine		x	x
1447	GLU__m	Metabolite	L-Glutamate		x	x
1448	gludT__m	Metabolite	a-glutamyl-2'-deoxythymidine		x	x
1449	gludTMP__m	Metabolite	a-glutamyl-2'-deoxythymidine monophosphate		x	x
1450	GluGlu__m	Metabolite	L-glutamyl-L-glutamic acid		x	x
1451	GLY__m	Metabolite	glycine		x	x
1452	GlyGly__m	Metabolite	L-glycyl-L-glycine		x	x
1453	Gm__m	Metabolite	2'-O-methylguanosine		x	x
1454	GmMP__m	Metabolite	2'-O-methylguanosine monophosphate		x	x
1455	GMP__m	Metabolite	GMP		x	x
1456	GMP_Lysine__m	Metabolite	GMP-lysine		x	x
1457	GMP_Mor__m	Metabolite	GMP-morpholidate		x	x
1458	GN__m	Metabolite	guanine		x	x
1459	GPCH__m	Metabolite	sn-Glycero-3-phosphocholine		x	x
1460	GPE__m	Metabolite	sn-Glycero-3-phosphoethanolamine		x	x
1461	GPG__m	Metabolite	Glycerophosphoglycerol		x	x
1462	GPI__m	Metabolite	sn-Glycero-3-phospho-1-inositol		x	x
1463	GPS__m	Metabolite	Glycerophosphoserine		x	x
1464	GSN__m	Metabolite	guanosine		x	x
1465	GTP__m	Metabolite	GTP		x	x
1466	H__m	Metabolite	hydrogen ion		x	x
1467	H2O__m	Metabolite	water		x	x
1468	H2O2__m	Metabolite	hydrogen peroxide		x	x
1469	HCYS__m	Metabolite	L-homocysteine		x	x
1470	HDCA__m	Metabolite	Hexadecanoate (n-C16:0)		x	x
1471	HDCEA__m	Metabolite	Hexadecenoate (n-C16:1)		x	x
1472	HDECEG3P__m	Metabolite	1-hexadecanoyl-sn-glycerol 3-phosphate		x	x
1473	HDECG3P__m	Metabolite	1-hexadec-9-enoyl-sn-glycerol 3-phosphate		x	x
1474	HIS__m	Metabolite	L-Histidine		x	x
1475	HisHis__m	Metabolite	L-histidyl-L-histidine		x	x
1476	hm3dC__m	Metabolite	3'-hydroxymethyl-2'-deoxycytidine		x	x
1477	hm3dCMP__m	Metabolite	3'-hydroxymethyl-2'-deoxycytidine monophosphate		x	x
1478	hm5dC__m	Metabolite	5'-hydroxymethyl-2'-deoxycytidine		x	x
1479	hm5dCMP__m	Metabolite	5'-hydroxymethyl-2'-deoxycytidine monophosphate		x	x
1480	hm5dU__m	Metabolite	5-hydroxymethyl-2'-deoxyuridine		x	x
1481	hm5dUMP__m	Metabolite	5-hydroxymethyl-2'-deoxyuridine monophosphate		x	x
1482	hm5hydantoin_dRibose__m	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose		x	x
1483	hm5hydantoin_dRiboseMP__m	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate		x	x
1484	ho5dC__m	Metabolite	5-Hydroxy-2'-deoxycytidine		x	x
1485	ho5dCMP__m	Metabolite	5-Hydroxy-2'-deoxycytidine monophosphate		x	x
1486	ho5dU__m	Metabolite	5-hydroxy-2'-deoxyuridine		x	x
1487	ho5dUMP__m	Metabolite	5-hydroxy-2'-deoxyuridine monophosphate		x	x
1488	ho5ho6dT__m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine		x	x
1489	ho5ho6dTMP__m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate		x	x
1490	ho5ho6dU__m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine		x	x
1491	ho5ho6dUMP__m	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate		x	x
1492	ho5hydantoin_dRibose__m	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose		x	x
1493	ho5hydantoin_dRiboseMP__m	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate		x	x
1494	HPHPYR__m	Metabolite	3-(4-Hydroxyphenyl)pyruvate		x	x
1495	hydride__m	Metabolite	hydride		x	x
1496	hydroxyl_radical__m	Metabolite	hydroxyl radical		x	x
1497	HYXN__m	Metabolite	hypoxanthine		x	x
1498	IDP__m	Metabolite	IDP		x	x
1499	ILE__m	Metabolite	L-Isoleucine		x	x
1500	IleIle__m	Metabolite	L-isoleucyl-L-isoleucine		x	x
1501	IMP__m	Metabolite	IMP		x	x
1502	INOS__m	Metabolite	myo-inositol		x	x
1503	INS__m	Metabolite	inosine		x	x
1504	ITP__m	Metabolite	ITP		x	x
1505	K__m	Metabolite	potassium ion		x	x
1506	k2C__m	Metabolite	lysidine		x	x
1507	k2CMP__m	Metabolite	lysidine monophosphate		x	x
1508	LAC__m	Metabolite	D-lactate		x	x
1509	LEU__m	Metabolite	L-Leucine		x	x
1510	LeuLeu__m	Metabolite	L-leucyl-L-leucine		x	x
1511	LIPOATE__m	Metabolite	lipoate		x	x
1512	LIPOYLAMP__m	Metabolite	lipoyl-AMP		x	x
1513	LIPOYLLYS__m	Metabolite	N(6)-(lipoyl)lysine		x	x
1514	lomefloxacin__m	Metabolite	Lomefloxacin		x	x
1515	LYS__m	Metabolite	L-Lysine		x	x
1516	LysLys__m	Metabolite	L-lysyl-L-lysine		x	x
1517	m1dA__m	Metabolite	1-methyl-2'-deoxyadenosine		x	x
1518	m1dAMP__m	Metabolite	1-methyl-2'-deoxyadenosine monophosphate		x	x
1519	m1dG__m	Metabolite	1-methyl-2'-deoxyguanosine		x	x
1520	m1dGMP__m	Metabolite	1-methyl-2'-deoxyguanosine monophosphate		x	x
1521	m1G__m	Metabolite	1-methylguanosine		x	x
1522	m1GMP__m	Metabolite	1-methylguanosine monophosphate		x	x
1523	m2G__m	Metabolite	N(2)-methylguanosine		x	x
1524	m2GMP__m	Metabolite	N(2)-methylguanosine monophosphate		x	x
1525	m3dA__m	Metabolite	3-methyl-2'-deoxyadenosine		x	x
1526	m3dAMP__m	Metabolite	3-methyl-2'-deoxyadenosine monophosphate		x	x
1527	m3dC__m	Metabolite	3-methyl-2'-deoxycytidine		x	x
1528	m3dCMP__m	Metabolite	3-methyl-2'-deoxycytidine monophosphate		x	x
1529	m3dG__m	Metabolite	3-methyl-2'-deoxyguanosine		x	x
1530	m3dGMP__m	Metabolite	3-methyl-2'-deoxyguanosine monophosphate		x	x
1531	m3dT__m	Metabolite	3'-methyl-2'-deoxythymidine		x	x
1532	m3dTMP__m	Metabolite	3'-methyl-2'-deoxythymidine monophosphate		x	x
1533	m4dC__m	Metabolite	4-methyl-2'-deoxycytidine		x	x
1534	m4dCMP__m	Metabolite	4-methyl-2'-deoxycytidine monophosphate		x	x
1535	m5C__m	Metabolite	5-methylcytidine		x	x
1536	m5CMP__m	Metabolite	5-methylcytidine monophosphate		x	x
1537	m5dC__m	Metabolite	5-methyl-2'-deoxycytidine		x	x
1538	m5dCMP__m	Metabolite	5-methyl-2'-deoxycytidine monophosphate		x	x
1539	m62A__m	Metabolite	N6,N6-dimethyladenosine		x	x
1540	m62AMP__m	Metabolite	N6,N6-dimethyladenosine monophosphate		x	x
1541	m6A__m	Metabolite	N(6)-methyladenine		x	x
1542	m6AMP__m	Metabolite	N(6)-methyladenine monophosphate		x	x
1543	m6dA__m	Metabolite	6-methyl-2'-deoxyadenosine		x	x
1544	m6dAMP__m	Metabolite	6-methyl-2'-deoxyadenosine monophosphate		x	x
1545	m7dA__m	Metabolite	7-methyl-2'-deoxyadenosine		x	x
1546	m7dAMP__m	Metabolite	7-methyl-2'-deoxyadenosine monophosphate		x	x
1547	m7dG__m	Metabolite	7-methyl-2'-deoxyguanosine		x	x
1548	m7dGMP__m	Metabolite	7-methyl-2'-deoxyguanosine monophosphate		x	x
1549	m7G__m	Metabolite	7-methylguanosine		x	x
1550	m7GMP__m	Metabolite	7-methylguanosine monophosphate		x	x
1551	m8dG__m	Metabolite	8-methyl-2'-deoxyguanosine		x	x
1552	m8dGMP__m	Metabolite	8-methyl-2'-deoxyguanosine monophosphate		x	x
1553	MAL__m	Metabolite	L-Malate		x	x
1554	MAN__m	Metabolite	D-Mannose		x	x
1555	MAN1P__m	Metabolite	D-Mannose 1-phosphate		x	x
1556	MAN6P__m	Metabolite	D-Mannose 6-phosphate		x	x
1557	MET__m	Metabolite	L-Methionine		x	x
1558	METHF__m	Metabolite	5,10-methyltetrahydrofolate		x	x
1559	methylRed__m	Metabolite	4′-dimethylaminoazobenzene-2-carboxylic acid		x	x
1560	METHYL_OCDCEA__m	Metabolite	methyl oleate		x	x
1561	MetMet__m	Metabolite	L-methionyl-L-methionine		x	x
1562	METSOXRL__m	Metabolite	L-Methionine-R-Sulfoxide		x	x
1563	METSOXSL__m	Metabolite	L-Methionine-S-Sulfoxide		x	x
1564	METTHF__m	Metabolite	5,10-Methylenetetrahydrofolate		x	x
1565	MG__m	Metabolite	magnesium ion		x	x
1566	MN__m	Metabolite	manganese ion		x	x
1567	MO__m	Metabolite	molybdenum ion		x	x
1568	MOBD__m	Metabolite	Molybdate		x	x
1569	MONOBUTYRIN__m	Metabolite	1-monobutyrin		x	x
1570	MOR__m	Metabolite	morpholine		x	x
1571	MTHF__m	Metabolite	5-Methyltetrahydrofolate		x	x
1572	n2dA__m	Metabolite	2-amino-2'-deoxyadenosine		x	x
1573	n2dAMP__m	Metabolite	2-amino-2'-deoxyadenosine monophosphate		x	x
1574	NA__m	Metabolite	sodium ion		x	x
1575	NAAD__m	Metabolite	nicotinic acid adenine dinucleotide		x	x
1576	NAC__m	Metabolite	nicotinate		x	x
1577	NAD__m	Metabolite	nicotinamide adenine dinucleotide, oxidized		x	x
1578	NADH__m	Metabolite	nicotinamide adenine dinucleotide, reduced		x	x
1579	NADP__m	Metabolite	nicotinamide adenine dinucleotide phosphate, oxidized		x	x
1580	NADPH__m	Metabolite	nicotinamide adenine dinucleotide phosphate, reduced		x	x
1581	NAMN__m	Metabolite	nicotinate/nicotinic acid mononucleotide		x	x
1582	NH3__m	Metabolite	ammonia		x	x
1583	NH4__m	Metabolite	ammonium		x	x
1584	NI__m	Metabolite	nickel		x	x
1585	nisin__m	Metabolite	nisin		x	x
1586	NMN__m	Metabolite	nicotinamide mononucleotide		x	x
1587	norfloxacin__m	Metabolite	Norfloxacin		x	x
1588	novobiocin__m	Metabolite	Novobiocin		x	x
1589	NR__m	Metabolite	Nicotinate D-ribonucleotide		x	x
1590	O2__m	Metabolite	oxygen		x	x
1591	O2edC__m	Metabolite	2'-O-ethyl-2'-deoxycytidine		x	x
1592	O2edCMP__m	Metabolite	2'-O-ethyl-2'-deoxycytidine monophosphate		x	x
1593	O2edT__m	Metabolite	2'-O-ethyl-2'-deoxythymidine		x	x
1594	O2edTMP__m	Metabolite	2'-O-ethyl-2'-deoxythymidine monophosphate		x	x
1595	O2mdC__m	Metabolite	2'-O-methyl-2'-deoxycytidine		x	x
1596	O2mdCMP__m	Metabolite	2'-O-methyl-2'-deoxycytidine monophosphate		x	x
1597	O2mdT__m	Metabolite	2'-O-methyl-2'-deoxythymidine		x	x
1598	O2mdTMP__m	Metabolite	2'-O-methyl-2'-deoxythymidine monophosphate		x	x
1599	O4edT__m	Metabolite	4'-O-ethyl-2'-deoxythymidine		x	x
1600	O4edTMP__m	Metabolite	4'-O-ethyl-2'-deoxythymidine monophosphate		x	x
1601	O4mdT__m	Metabolite	4'-O-methyl-2'-deoxythymidine		x	x
1602	O4mdTMP__m	Metabolite	4'-O-methyl-2'-deoxythymidine monophosphate		x	x
1603	O6edG__m	Metabolite	6'-O-ethyl-2'-deoxyguanosine		x	x
1604	O6edGMP__m	Metabolite	6'-O-ethyl-2'-deoxyguanosine monophosphate		x	x
1605	O6mdG__m	Metabolite	6'-O-methyl-2'-deoxyguanosine		x	x
1606	O6mdGMP__m	Metabolite	6'-O-methyl-2'-deoxyguanosine monophosphate		x	x
1607	OA__m	Metabolite	oxaloacetate		x	x
1608	OCDCA__m	Metabolite	octadecanoate (n-C18:0)		x	x
1609	OCDCEA__m	Metabolite	octadecenoate (n-C18:1)		x	x
1610	ODEC11GP__m	Metabolite	1-octadec-11-enoyl-sn-glycerol 3-phosphate		x	x
1611	ODECG3P__m	Metabolite	1-octadecanoyl-sn-glycerol 3-phosphate		x	x
1612	OH__m	Metabolite	hydoxide anion		x	x
1613	ORN__m	Metabolite	ornithine		x	x
1614	oxo2dA__m	Metabolite	2-hydroxy-2'-deoxyadenosine		x	x
1615	oxo2dAMP__m	Metabolite	2-hydroxy-2'-deoxyadenosine monophosphate		x	x
1616	oxo8dA__m	Metabolite	8-hydroxy-2'-deoxyadenosine		x	x
1617	oxo8dAMP__m	Metabolite	8-hydroxy-2'-deoxyadenosine monophosphate		x	x
1618	oxo8dG__m	Metabolite	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine		x	x
1619	oxo8dGMP__m	Metabolite	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate		x	x
1620	oxoethyl7dG__m	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine		x	x
1621	oxoethyl7dGMP__m	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate		x	x
1622	PA120__m	Metabolite	1,2-didodecanoyl-sn-glycerol 3-phosphate		x	x
1623	PA140__m	Metabolite	1,2-ditetradecanoyl-sn-glycerol 3-phosphate		x	x
1624	PA141__m	Metabolite	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate		x	x
1625	PA160__m	Metabolite	1,2-dihexadecanoyl-sn-glycerol 3-phosphate		x	x
1626	PA161__m	Metabolite	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate		x	x
1627	PA180__m	Metabolite	1,2-dioctadecanoyl-sn-glycerol 3-phosphate		x	x
1628	PA181__m	Metabolite	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate		x	x
1629	PAP__m	Metabolite	Adenosine 3',5'-bisphosphate		x	x
1630	pCHOL__m	Metabolite	phosphoryl-choline		x	x
1631	PDLA5P__m	Metabolite	Pyridoxamine 5'-phosphate		x	x
1632	PEP__m	Metabolite	phosphoenolpyruvate		x	x
1633	PG160__m	Metabolite	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)		x	x
1634	PG161__m	Metabolite	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)		x	x
1635	PG181__m	Metabolite	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)		x	x
1636	PGP160__m	Metabolite	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)		x	x
1637	PGP161__m	Metabolite	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)		x	x
1638	PGP181__m	Metabolite	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)		x	x
1639	PHE__m	Metabolite	L-phenylalanine		x	x
1640	PhePhe__m	Metabolite	L-phenylalanyl-L-phenylalanine		x	x
1641	PHPYR__m	Metabolite	phenylpyruvate		x	x
1642	PI__m	Metabolite	phosphate		x	x
1643	PL5P__m	Metabolite	Pyridoxal 5'-phosphate		x	x
1644	POE_SORBITAN__m	Metabolite	Polyoxyethylene (20) sorbitan		x	x
1645	PPAA__m	Metabolite	Phosphonoacetaldehyde		x	x
1646	PPGPP__m	Metabolite	Guanosine 3',5'-bis(diphosphate)		x	x
1647	PPHG__m	Metabolite	protoporphyrinogen IX		x	x
1648	PPI__m	Metabolite	diphosphate		x	x
1649	PPIX__m	Metabolite	protoporphyrin IX		x	x
1650	PRO__m	Metabolite	L-Proline		x	x
1651	proflavine__m	Metabolite	Proflavine		x	x
1652	ProPro__m	Metabolite	L-prolyl-L-proline		x	x
1653	PRPP__m	Metabolite	5-Phospho-alpha-D-ribose 1-diphosphate		x	x
1654	pSER__m	Metabolite	phosphoserine		x	x
1655	PSIURI__m	Metabolite	pseudouridine		x	x
1656	PSIURIMP__m	Metabolite	pseudouridine monophoshate		x	x
1657	pTHR__m	Metabolite	phosphothreonine		x	x
1658	PTRC__m	Metabolite	putrescine		x	x
1659	pTYR__m	Metabolite	Phosphotyrosine		x	x
1660	putdT__m	Metabolite	alpha-putrescinyl-2'-deoxythymidine		x	x
1661	putdTMP__m	Metabolite	alpha-putrescinyl-2'-deoxythymidine monophosphate		x	x
1662	PYDX__m	Metabolite	Pyridoxal		x	x
1663	PYR__m	Metabolite	pyruvate		x	x
1664	R1P__m	Metabolite	alpha-D-Ribose 1-phosphate		x	x
1665	R5P__m	Metabolite	alpha-D-Ribose 5-phosphate		x	x
1666	RBFLVRD__m	Metabolite	riboflavin, reduced		x	x
1667	rhodamine6G__m	Metabolite	Rhodamine 6G		x	x
1668	RIB__m	Metabolite	D-ribose		x	x
1669	RIBFLV__m	Metabolite	riboflavin, oxidized		x	x
1670	RL5P__m	Metabolite	D-Ribulose 5-phosphate		x	x
1671	s2U__m	Metabolite	2-thiouridine		x	x
1672	s2UMP__m	Metabolite	2-thiouridine monophosphate		x	x
1673	s4U__m	Metabolite	4-thiouridine		x	x
1674	s4UMP__m	Metabolite	4-thiouridine monophosphate		x	x
1675	S7P__m	Metabolite	D-sedoheptulose-7-phosphate		x	x
1676	SALA__m	Metabolite	3-Sulfino-L-alanine		x	x
1677	SBT__m	Metabolite	D-Sorbitol		x	x
1678	SBT6P__m	Metabolite	D-Sorbitol 6-phosphate		x	x
1679	SER__m	Metabolite	L-Serine		x	x
1680	SerSer__m	Metabolite	L-seryl-L-serine		x	x
1681	SNGLYP__m	Metabolite	sn-glycerol-1-phosphate		x	x
1682	SO2__m	Metabolite	sulfur dioxide		x	x
1683	SO4__m	Metabolite	sulphate		x	x
1684	SPMD__m	Metabolite	spermidine		x	x
1685	STEROL__m	Metabolite	cholesterol		x	x
1686	T3P1__m	Metabolite	D-glyceraldehdye-3-phosphate		x	x
1687	T3P2__m	Metabolite	Dihydroxyacetone phosphate		x	x
1688	TAG16P__m	Metabolite	D-Tagatose 1,6-biphosphate		x	x
1689	TAG6P__m	Metabolite	D-Tagatose 6-phosphate		x	x
1690	tBHP__m	Metabolite	tert-butylhydroperoxide		x	x
1691	tBOH__m	Metabolite	tert-Butanol		x	x
1692	TDECEG3P__m	Metabolite	1-tetradec-7-enoyl-sn-glycerol 3-phosphate		x	x
1693	TDECG3P__m	Metabolite	1-tetradecanoyl-sn-glycerol 3-phosphate		x	x
1694	TDP__m	Metabolite	TDP		x	x
1695	tetraphenylphosphonium__m	Metabolite	tetraphenylphosphonium		x	x
1696	THF__m	Metabolite	5,6,7,8-Tetrahydrofolate		x	x
1697	THM__m	Metabolite	thiamine		x	x
1698	THMP__m	Metabolite	Thiamin monophosphate		x	x
1699	THR__m	Metabolite	L-Threonine		x	x
1700	ThrThr__m	Metabolite	L-threonyl-L-threonine		x	x
1701	THY__m	Metabolite	thymine		x	x
1702	TPP__m	Metabolite	thiamine diphosphate		x	x
1703	TRIBUTYRIN__m	Metabolite	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin		x	x
1704	TRILAURIN__m	Metabolite	trilaurin		x	x
1705	TRIMYRISTIN__m	Metabolite	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate		x	x
1706	TRIOLEIN__m	Metabolite	triolein		x	x
1707	TRIPALMITIN__m	Metabolite	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate		x	x
1708	TRISTEARIN__m	Metabolite	Tristearin		x	x
1709	TRI_HDCEA_IN__m	Metabolite	triacylglycerol of {Hexadecenoate acid}		x	x
1710	TRI_TTDCEA_IN__m	Metabolite	triacylglycerol of {tetradecenoic acid}		x	x
1711	TRP__m	Metabolite	L-tryptophan		x	x
1712	TrpTrp__m	Metabolite	L-trytophanyl-L-trytophan		x	x
